Formula,Space Group,Band Gap,a,b,c,a=b
Mg2H2O3,P-3m1,2.6736,3.0781,3.0781,26.5,TRUE
HoP2,C222,0,3.0809,3.4477,24.927,FALSE
Ga3Ru2,P4/mmm,0,3.0809,3.0809,25.544,TRUE
PdO2,P-3m1,1.4925,3.0814,3.0814,21.904,TRUE
TmP2,C222,0,3.0816,3.3951,24.898,FALSE
Fe3S4,P-6m2,0,3.0818,3.0818,29.221,TRUE
BS,P-6m2,0,3.0819,3.0819,22.852,TRUE
ZrCd,P4/nmm,0,3.0827,3.0827,27.017,TRUE
V2S3,C2/m,0.266,3.0836,9.2214,24.976,FALSE
S,P2/m,0,3.084,3.8628,21.823,FALSE
B2S5,P-1,0.6774,3.0849,6.5658,24.103,FALSE
CaSi2,P-3m1,0,3.0853,3.0853,24.445,TRUE
OsO2,P-3m1,0,3.0857,3.0857,21.943,TRUE
HfAg,P4/nmm,0,3.086,3.086,24.425,TRUE
ZrO,P4/nmm,0,3.0862,3.0862,33.658,TRUE
LiB,Pmma,0,3.0862,7.2558,"20.0,""",FALSE
NO2,P1,0,3.0863,3.4044,22.474,FALSE
Ti(GaO2)4,C2/m,1.4095,3.089,5.9706,27.278,FALSE
Mg5Sc,Cm,0,3.0892,6.0158,25.9,FALSE
Mg2Zn,P4/mmm,0,3.09,3.09,23.983,TRUE
Ga2Os,P4/mmm,0,3.0908,3.0908,23.335,TRUE
FeHO2,Pmn2_1,1.9136,3.0915,3.9047,25.679,FALSE
ZrAg,P4/nmm,0,3.0917,3.0917,24.425,TRUE
V2S,P4/nmm,0,3.0923,3.0923,27.221,TRUE
CoTeO4,P2/m,1.0547,3.0926,5.4701,22.186,FALSE
AgO,Pmc2_1,0.4867,3.0941,6.9806,23.702,FALSE
NiTeO4,P2/m,1.514,3.0943,5.3328,22.136,FALSE
RhO2,P-3m1,0,3.0944,3.0944,21.887,TRUE
CuN6,Pmn2_1,0,3.0957,9.1066,28.928,FALSE
HAuO2,P2/m,1.3863,3.0971,4.5202,21.124,FALSE
FeHO2,P3m1,1.9286,3.0972,3.0972,23.052,TRUE
HfCd,P4/nmm,0,3.0977,3.0977,26.607,TRUE
MgF2,P-3m1,7.5159,3.0977,3.0977,23.529,TRUE
ScF2,P-6m2,0.7406,3.0979,3.0979,23.825,TRUE
ZrSn,Pmmn,0,3.0981,5.1963,30.768,FALSE
Li2H2Pt,P4/mmm,0,3.0982,3.176,23.136,FALSE
GeN,C2/m,1.341,3.0986,9.5332,24.729,FALSE
CuTe2,C2/m,0,3.0989,3.8895,23.075,FALSE
Te3N2,P2_1/m,0,3.0991,10.054,26.29,FALSE
CeMg,P-3m1,0,3.0999,3.0999,29.028,TRUE
SiC,P-6m2,2.49,3.1,3.1,20.769,TRUE
MgGa,P3m1,0,3.1007,3.1007,31.368,TRUE
H4W,P4/nmm,0.0233,3.1012,3.1012,25.376,TRUE
Ti2H2O3,P-3m1,0,3.1022,3.1222,26.496,FALSE
ErP2,C222,0,3.1025,3.4202,24.897,FALSE
NiN2,P-1,0.1793,3.1029,4.2445,24.942,FALSE
CeMg2,P-6m2,0,3.1033,3.1033,25.882,TRUE
GeN,C2/m,1.33,3.1039,9.5426,24.962,FALSE
ZnO2,P-3m1,0.2281,3.104,3.1043,21.878,TRUE
ZrAs2,P-3m1,0,3.1041,3.1041,21.95,TRUE
WCl2,R-3m,0,3.1049,5.3868,21.215,FALSE
AsO2,P-3m1,0,3.105,3.1092,21.973,FALSE
MnAs2,P-6m2,0,3.1057,3.1057,26.361,TRUE
LiVF4,P2/m,2.2347,3.1067,5.413,22.065,FALSE
HgH,P6mm,0,3.1079,3.1079,21.79,TRUE
Zn(SbO2)2,Pmc2_1,0.8658,3.1094,9.7077,24.482,FALSE
Bi,P4/mmm,0,3.1112,3.1112,"20.0,""",TRUE
TcO2,Pmmn,0,3.1118,3.9766,24.184,FALSE
Mg3(HO3)2,C2/m,2.4572,3.1128,8.9972,24.074,FALSE
NiSb2,P4/mmm,0,3.1139,3.1139,23.53,TRUE
DyP2,C222,0,3.1148,3.4466,24.915,FALSE
CrSbO4,P2/m,2.1239,3.1173,5.3399,22.04,FALSE
CrAs,C2/m,0,3.1188,3.1178,23.715,FALSE
TiN2,P-3m1,0,3.1195,3.1195,21.95,TRUE
ReS2,P-3m1,0,3.1196,3.1196,22.641,TRUE
WCl5,Pmma,0,3.1202,14.391,23.525,FALSE
TlPd2,P-6m2,0,3.1222,3.1222,22.78,TRUE
V3H5O8,Cm,1.66,3.1226,9.5591,24.139,FALSE
AsC,C2/m,1.5568,3.1229,8.9751,24.728,FALSE
Pb,P4/mmm,0,3.1232,3.1232,"20.0,""",TRUE
AsC,C2/m,1.5155,3.1235,8.9801,24.954,FALSE
CO,P4/nmm,0.2215,3.1246,3.1246,22.379,TRUE
TbP2,C222,0,3.1263,3.4922,24.923,FALSE
CrF2,C2/m,2.7957,3.1271,3.5204,23.141,FALSE
CSe2,P-3m1,0,3.1293,3.1293,22.955,TRUE
AlN,P-6m2,2.893,3.1312,3.1312,"20.0,""",TRUE
Ga2O3,Pc,2.0456,3.1314,5.4443,25.735,FALSE
PW,C2/m,0,3.1326,3.1326,24.272,TRUE
Ta2O5,Pm,3.1272,3.1349,6.0005,23.856,FALSE
AgTe2,C2/m,0,3.1353,3.7697,22.954,FALSE
MnTeO4,P2/m,0.0857,3.1354,5.7127,22.185,FALSE
Tl,P4/mmm,0,3.1359,3.1359,"20.0,""",TRUE
ZrC2,P4/nmm,0,3.1363,3.1372,25.781,FALSE
VOF,Pmmn,1.6339,3.1373,3.8566,24.416,FALSE
AuO,Pmc2_1,0.4637,3.1379,7.1373,23.702,FALSE
FeAgS2,P3m1,0,3.1382,3.1382,24.86,TRUE
W3S4,P-3m1,0,3.1384,3.1395,29.266,FALSE
Ni(HO)2,P-3m1,2.2172,3.1384,3.1384,23.901,TRUE
P9Br2,P2_1/m,0,3.1388,9.8605,33.193,FALSE
HoAs2,C222,0,3.1409,3.3805,24.927,FALSE
LiCu2F5,P2_1/m,0.5163,3.1411,9.6423,26.239,FALSE
TaCl2,P-3m1,0,3.1413,3.1413,22.903,TRUE
YP2,C222,0,3.1426,3.4772,24.904,FALSE
In2Fe,P4/mmm,0,3.1435,3.1435,24.879,TRUE
CaZn2(PO)2,P-3m1,0,3.1436,3.1413,30.5,FALSE
TiSe2,P4/mmm,0,3.144,3.144,22.617,TRUE
ZnSnO2,P-1,0,3.1451,8.5001,29.094,FALSE
NdF2,P4/mmm,0,3.1453,3.1453,23.775,TRUE
CeMg2,C2/m,0,3.1457,5.8624,26.048,FALSE
Sn2Ru,P4/mmm,0,3.1466,3.1466,22.803,TRUE
SeN,Aem2,0,3.148,3.148,23.274,TRUE
AlO2,P-4m2,0,3.1488,3.1664,21.564,FALSE
Sn2Os,P4/mmm,0,3.1492,3.1492,22.803,TRUE
Mg2Rh,P4/mmm,0,3.1502,3.1502,22.883,TRUE
Tl,Pmma,0,3.1502,3.2342,22.343,FALSE
KSn2,P4mm,0,3.1509,3.1509,24.32,TRUE
Ce2Mg,P-3m1,0,3.151,3.151,34.624,TRUE
Ag2CO3,P2_1/m,1.3334,3.1517,9.4873,24.026,FALSE
NaPb2,P4mm,0,3.1523,3.1523,24.32,TRUE
DyAs2,C222,0,3.1538,3.3431,24.915,FALSE
BF,Pbcm,0,3.1544,5.5617,23.093,FALSE
Sc2F5,P2_1/m,0.678,3.1547,11.412,26.614,FALSE
LuAs2,C222,0,3.1549,3.3967,25.031,FALSE
Mg2Ir,P4/mmm,0,3.1552,3.1552,22.883,TRUE
IrO2,P-3m1,0,3.1555,3.1555,21.887,TRUE
CrSe2,P2_1/m,0,3.1568,5.7229,24.144,FALSE
Nb2O5,Pm,2.4345,3.157,6.0284,23.89,FALSE
Ru3S4,P-6m2,0,3.1572,3.1572,29.348,TRUE
Sb2Pd,P4/mmm,0,3.1573,3.1573,23.53,TRUE
ZnF2,P-3m1,4.6651,3.1578,3.1578,23.451,TRUE
PtO2,P-3m1,1.7371,3.1582,3.1582,21.895,TRUE
Mg(HO)2,P-3m1,3.5454,3.1589,3.1589,24.029,TRUE
CoF2,P-3m1,0,3.1591,3.1591,22.668,TRUE
TmAs2,C222,0,3.1604,3.4258,24.898,FALSE
V2Se,P4/nmm,0,3.1605,3.1605,27.221,TRUE
NbTe2,P6/mmm,0,3.1614,3.1614,24.827,TRUE
ReO2,Pmmn,0,3.1622,4.0291,24.184,FALSE
AgGeO3,Pmc2_1,0,3.1622,9.2728,26.07,FALSE
BP,P4/nmm,0,3.1623,3.1623,23.942,TRUE
Te,Pmma,0,3.164,5.3989,21.823,FALSE
ZrHg,P4/nmm,0,3.1644,3.1644,26.607,TRUE
VCl5,Pmma,0.0999,3.1657,12.219,23.595,FALSE
MgSn,Pmmm,0,3.1661,4.819,"20.0,""",FALSE
TmMg5,Cm,0,3.1665,6.1373,25.403,FALSE
TbAs2,C222,0,3.1665,3.3611,24.923,FALSE
MoCl2,R-3m,0,3.1667,5.4819,21.439,FALSE
AlClO,Pmmn,5.8584,3.1667,3.6435,25.034,FALSE
CaCoO3,P4mm,0,3.1677,3.1677,23.886,TRUE
TaO2,P6/mmm,0,3.1702,3.1702,23.38,TRUE
NdC5,Pmmm,0,3.1711,4.9851,23.414,FALSE
Ca(SbO2)2,Pmc2_1,1.6827,3.1713,9.9534,24.311,FALSE
RbSn2,P4mm,0,3.172,3.172,24.32,TRUE
ErAs2,C222,0,3.172,3.4533,24.897,FALSE
HfHg,P4/nmm,0,3.1731,3.1731,26.632,TRUE
WCl5,Pmmm,0,3.1768,9.2438,23.822,FALSE
FeF2,P-3m1,0,3.1773,3.1768,22.999,FALSE
MgSb2,P2/m,0,3.1775,8.0259,24.119,FALSE
LaMg5,P1,0,3.1778,6.6097,25.352,FALSE
YMg5,Cm,0,3.179,6.2376,25.37,FALSE
TaTe2,P6/mmm,0,3.1799,3.1799,24.827,TRUE
YMg5,P1,0,3.1804,6.2238,25.357,FALSE
CrF5,P2/m,0,3.1819,5.6024,23.821,FALSE
TeN,P2_1/m,0,3.1824,3.8201,22.849,FALSE
LiMg,P-3m1,0,3.1826,3.1826,27.651,TRUE
BeSb2,C2/m,0,3.1827,7.7215,24.98,FALSE
VS2,P-6m2,0.0279,3.1845,3.1845,22.983,TRUE
MoP,C2/m,0,3.1849,3.1847,23.631,TRUE
V2S3,P2_1/m,0,3.187,9.0064,24.002,FALSE
V2S3,P2_1/m,0,3.1875,8.9898,24.158,FALSE
B2S5,C2/m,1.3384,3.1876,6.8693,24.107,FALSE
MnOF,Pmmn,0,3.1879,3.7582,24.341,FALSE
S,Pmma,0,3.188,3.6331,21.025,FALSE
Be2N,P4/mmm,0,3.1883,3.1863,22.957,FALSE
Mo3S4,P-3m1,0,3.189,3.1905,29.268,FALSE
CuAgTe2,Pmm2,0,3.1894,4.2,24.325,FALSE
In2Ru,P4/mmm,0,3.1901,3.1901,22.696,TRUE
VO2F,Pm,2.4932,3.1901,4.238,22.452,FALSE
VS3,P2_1/m,0,3.1902,11.402,27.011,FALSE
Mg2Cd,P4/mmm,0,3.1904,3.1904,23.983,TRUE
In3Fe2,P4/mmm,0,3.191,3.191,25.544,TRUE
HfS2,P4/mmm,0,3.1927,3.1927,22.617,TRUE
WS2,P-6m2,1.8024,3.1934,3.1934,23.131,TRUE
MoS2,P2_1/m,0.0436,3.1936,5.7395,24.194,FALSE
Se3N2,P-3m1,0,3.1947,3.1947,27.395,TRUE
Co(HO)2,C2,1.839,3.1955,3.1955,23.985,TRUE
LaAs2,C222,0,3.1958,3.3007,24.904,FALSE
MoS2,P-6m2,1.6533,3.1962,3.1962,23.129,TRUE
FeS2,P-3m1,0,3.1986,3.1986,22.701,TRUE
P9F2,P-1,0,3.1993,5.2665,32.215,FALSE
In,P6/mmm,0,3.1993,3.1992,"20.0,""",TRUE
LiMg2,P-3m1,0,3.2006,3.2006,32.462,TRUE
ReSe2,P-3m1,0,3.2008,3.2008,22.641,TRUE
AuF,P-3m1,0,3.2011,3.2011,23.814,TRUE
ScCl2,P4/mmm,0,3.202,3.202,23.801,TRUE
CrO3,Pm,1.2511,3.202,4.0368,22.24,FALSE
TcSe2,P-3m1,0,3.2022,3.2022,22.641,TRUE
SbO2,P2_1/m,1.437,3.2026,10.637,22.75,FALSE
SeO2,P4/nmm,1.3664,3.2032,3.209,24.161,FALSE
BaSi2,P-3m1,0,3.2034,3.2034,24.664,TRUE
LiH2N,Pc,2.9612,3.2037,5.3543,23.352,FALSE
HfAu,P4/nmm,0,3.2047,3.2047,24.425,TRUE
CePb2,P4/mmm,0,3.2059,3.2059,22.585,TRUE
Zn(HO)2,P-3m1,2.3383,3.2067,3.2067,24.049,TRUE
VO2,P6/mmm,0,3.2072,3.2072,23.235,TRUE
NbCl2,P-3m1,0,3.2073,3.2073,22.903,TRUE
SbO2,Pmc2_1,1.9031,3.2077,9.91,30.972,FALSE
YAs2,C222,0,3.2081,3.4956,24.904,FALSE
BP,P-6m2,0.8654,3.2083,3.2083,"20.0,""",TRUE
MoCl5,Pmma,0,3.2084,16.559,23.526,FALSE
CuF,Pmma,0,3.2092,2.729,23.042,FALSE
Mg2N,P-3m1,0,3.211,3.211,23.013,TRUE
GaN,P-6m2,2.1592,3.2111,3.2114,20.005,TRUE
SeN,C2/m,0,3.2126,3.2126,23.436,TRUE
HfF,P-3m1,0,3.2128,3.2128,26.166,TRUE
WS2,P2_1/m,0.0217,3.2128,5.7274,24.146,FALSE
LiVF3,Pmma,2.1069,3.213,5.9401,23.303,FALSE
TiCl,P-3m1,0,3.2143,3.2143,26.166,TRUE
Tl2Fe,P4/mmm,0,3.2159,3.2159,25.818,TRUE
VS3,P2_1/m,0,3.2161,14.536,28.438,FALSE
PbN2,Pmc2_1,0,3.2169,7.0304,25.607,FALSE
CuSnAu,P4/mmm,0,3.2169,3.2169,28.928,TRUE
VCl5,Pmmm,0,3.217,8.848,23.745,FALSE
CuTe,Pmmn,0,3.2171,3.9967,23.889,FALSE
V2Se3,C2/m,0.0925,3.2175,9.5652,24.973,FALSE
MnSb2,Cm,0,3.2176,3.2176,26.361,TRUE
NiS2,P4/mmm,0,3.2182,3.2182,22.129,TRUE
Mg2N,Pmmn,0,3.2187,4.0875,20.682,FALSE
Mg(SbO2)4,Pm,2.1256,3.2188,9.4889,26.123,FALSE
AuF2,P-4m2,0,3.2192,3.2192,23.53,TRUE
AgTe2,P-4m2,0,3.2209,6.3711,22.828,FALSE
CoS2,P-3m1,0,3.2214,3.2214,22.538,TRUE
SbO2,P2_1/m,1.2373,3.2214,10.713,24.524,FALSE
SbMo,C2/m,0,3.2233,3.2235,24.046,TRUE
P4Cl,P2/m,0,3.2234,12.801,35.99,FALSE
NaMg,P2_1/m,0,3.2234,3.1802,25.995,FALSE
Sc2F3,C2/m,0.8737,3.2234,7.7638,25.5,FALSE
Sc5F8,P2/m,0,3.2235,11.547,25.194,FALSE
CCl2,P-6m2,1.6916,3.2242,3.2242,23.838,TRUE
ScGe5,Pmmm,0,3.2252,6.0339,23.46,FALSE
CaO2,P4/mmm,2.9144,3.2255,3.2255,21.519,TRUE
Sb2Pt,P4/mmm,0,3.2281,3.2281,23.53,TRUE
P2Pd,P2_1/m,0.0121,3.2285,4.4416,24.514,FALSE
SnO2,P-3m1,2.6195,3.2293,3.2293,22.03,TRUE
HfTaNO3,Pmm2,2.1169,3.2307,3.8745,24.572,FALSE
LaMg5,Cm,0,3.2325,6.604,25.516,FALSE
V2Te,P4/nmm,0,3.2327,3.2327,27.221,TRUE
CaGe2,P-3m1,0,3.2355,3.2355,24.664,TRUE
CrClO,Pmmn,1.8635,3.2358,3.915,25.153,FALSE
Ta2S3,C2/m,0.0244,3.236,9.8658,24.972,FALSE
PrC5,Pmmm,0,3.2371,4.9898,23.394,FALSE
TiCl2,P2_1/m,0.3215,3.2379,5.8637,24.417,FALSE
TiCl2,P2_1/m,0.3215,3.2382,5.8656,24.405,FALSE
SbW,C2/m,0,3.2401,3.24,24.123,TRUE
ZrS2,P4/mmm,0,3.2402,3.2402,22.617,TRUE
SnN2,Pmc2_1,0.2645,3.2402,8.5556,25.607,FALSE
Te4Pd3,P2/m,0,3.2416,7.2976,25.039,FALSE
GeC,P-6m2,2.1289,3.2417,3.2417,20.769,TRUE
Ca2CoO3,P4/mmm,0.9089,3.2425,3.2425,24.417,TRUE
Sc7F10,C2/m,0,3.244,13.849,26.845,FALSE
I,Cmmm,0,3.244,3.244,"20.0,""",TRUE
MgSb3,Pmm2,0,3.2447,5.8763,24.796,FALSE
In3Ru2,P4/mmm,0,3.2457,3.2457,25.544,TRUE
Ca(SbO2)4,Pm,1.8101,3.2464,9.3765,24.88,FALSE
W3Se4,P-3m1,0,3.2466,3.2373,29.27,FALSE
Mg(SbO2)2,P2_1/m,2.7725,3.2473,10.155,23.861,FALSE
ZrAu,P4/nmm,0,3.2475,3.2475,24.425,TRUE
FePb2,P4/mmm,0,3.2477,3.2477,22.803,TRUE
ScF,P-3m1,0,3.2498,3.2498,26.27,TRUE
CoB3,P-6m2,0,3.2498,3.2499,25.13,TRUE
Te2Au,P-4m2,0,3.2505,6.3947,22.825,FALSE
HfCl2,P-3m1,0,3.251,3.251,23.196,TRUE
BeCl2,P-3m1,5.8475,3.251,3.251,23.529,TRUE
RuF2,P-3m1,0.934,3.2521,3.2521,22.81,TRUE
BSe,P-6m2,2.5766,3.2537,3.2537,25.019,TRUE
HfCl2,P2_1/m,0.8628,3.254,6.0961,24.428,FALSE
HfCl2,P2_1/m,0.8624,3.2541,6.0982,24.411,FALSE
TmF2,P-3m1,0,3.2542,3.2542,23.842,TRUE
Mg(SbO2)4,P1,1.9337,3.2565,9.1384,24.851,FALSE
Mg2Sn,P-3m1,0,3.2567,3.2567,33.038,TRUE
Be3Si,P4mm,0,3.2576,3.2571,22.353,TRUE
In2O,P-3m1,0,3.2579,3.2579,23.02,TRUE
AgO2,P-3m1,0,3.2586,5.6492,21.921,FALSE
CuTe2,P-4m2,0,3.2594,6.3359,22.829,FALSE
Nb2S3,C2/m,0.0609,3.26,9.9554,24.975,FALSE
LiCo5O5F,P3m1,0,3.2602,3.2602,35,TRUE
MgF2,C2/m,6.3749,3.2613,5.5614,24.675,FALSE
Zn(SbO2)4,P1,1.878,3.262,9.2724,26.086,FALSE
NiBi2,P4/mmm,0,3.2629,3.2629,23.53,TRUE
TiClO,Pmmn,0,3.2635,3.9546,25.236,FALSE
NbSe2,Pmmm,0,3.2646,3.5485,23.446,FALSE
B4Se3,Pmn2_1,0.6367,3.265,8.6562,30.194,FALSE
SiF2,P-6m2,1.8158,3.265,3.265,23.838,TRUE
In3Os2,P4/mmm,0,3.2658,3.2658,25.544,TRUE
BSe,P-1,2.598,3.2662,9.449,25.594,FALSE
BSe,C2/m,1.7395,3.2667,4.1304,23.454,FALSE
Bi,Pmma,0,3.267,5.908,"20.0,""",FALSE
AsW,C2/m,0.016,3.2676,3.2669,23.629,FALSE
BSe,P3m1,0.744,3.2677,3.2677,21.25,TRUE
CeSn5,Pmmm,0,3.2688,6.559,23.338,FALSE
N9Cl2,P2_1/m,0,3.2691,9.1398,35.127,FALSE
BaGe2,P-3m1,0,3.27,3.2699,24.445,FALSE
ScSn5,Pmmm,0,3.2702,6.144,23.46,FALSE
LiCo7O7F,P3m1,0,3.2708,3.2708,60.139,TRUE
BSe,P-3m1,2.887,3.271,3.271,24.623,TRUE
TiNCl,Pmmn,0.574,3.2717,3.9508,25.224,FALSE
B2Se3,P1,0,3.274,5.9377,29.429,FALSE
Fe(HO)2,P-3m1,0,3.2766,3.2766,24.017,TRUE
HfSb2,P-3m1,0,3.2776,3.2776,21.95,TRUE
Te2C,P-4m2,0,3.2785,3.2785,22.855,TRUE
ScHO2,Pmn2_1,4.1941,3.2793,4.0097,26.103,FALSE
BSe,P-6m2,0,3.2798,3.2798,25.9,TRUE
Sc2Sn,P-3m1,0,3.2802,3.2802,25.894,TRUE
MgAs,Pmm2,0,3.2814,4.8252,27.111,FALSE
ZnO,P-6m2,1.678,3.2816,3.2816,20.634,TRUE
Ti3S2,P4/mmm,0,3.282,3.282,26.086,TRUE
LiH2NO3,Pc,2.7443,3.2822,6.1326,25.988,FALSE
TaSe2,Pmmm,0,3.283,3.5529,23.446,FALSE
ZnGaNO,Pmc2_1,1.1036,3.2838,5.3068,23.616,FALSE
MgSb2,C2/m,0,3.2846,6.4667,24.723,FALSE
MoAs,C2/m,0.0284,3.2855,3.2856,23.641,TRUE
SrSi2,P-3m1,0,3.2856,3.2856,24.445,TRUE
AgS2,Pm,0,3.2867,5.6462,22.89,FALSE
Mo3Se4,P-3m1,0,3.2869,3.2847,29.268,FALSE
Mg(SnO2)2,C2/m,1.3815,3.2875,6.8872,27.868,FALSE
WBr2,R-3m,0,3.29,5.7114,21.223,FALSE
MgSb2O5,P-1,1.6289,3.2908,5.2186,26.372,FALSE
BiMo,C2/m,0,3.2913,3.2961,24.056,FALSE
CeC5,Pmmm,0,3.2914,4.7035,23.338,FALSE
Ta2CS2,P-3m1,0.0221,3.2916,3.2916,25.639,TRUE
Tl,P6/mmm,0,3.2922,3.292,"20.0,""",TRUE
VF2,P-3m1,2.8813,3.2927,3.2927,22.665,TRUE
Zn(SnO2)4,Cm,1.3806,3.2929,7.6181,27.743,FALSE
BeSn2,P-3m1,0,3.2931,3.2931,24.664,TRUE
Nb2PdS6,C2/m,0,3.2932,9.3047,23.643,FALSE
Li5NiOF5,P3m1,1.7051,3.2937,3.2904,27.642,FALSE
RuPb2,P4/mmm,0,3.294,3.294,22.803,TRUE
Ta2PdS6,C2/m,0.1628,3.294,9.3132,23.653,FALSE
VTe2,P6/mmm,0,3.2945,3.2945,24.827,TRUE
MgSn,P-3m1,0,3.2946,3.2946,27.549,TRUE
Nb2CS2,P-3m1,0.1861,3.2961,3.2961,25.713,TRUE
AgBi2,Pmmm,0,3.2963,4.7396,20.816,FALSE
P,P-3m1,1.9673,3.2964,3.2964,21.137,TRUE
GeO,C2/m,2.7224,3.2965,3.2965,22.789,TRUE
YSn5,Pmmm,0,3.2966,6.2623,23.46,FALSE
Mg2Hg,P4/mmm,0,3.2967,3.2967,23.983,TRUE
NaHO,Pm,2.5953,3.2969,3.5081,23.486,FALSE
FeClO,Pmmn,1.8549,3.2971,3.8751,25.253,FALSE
OsPb2,P4/mmm,0,3.2972,3.2971,22.803,TRUE
ZrF,C2/m,0,3.2972,3.297,25.897,TRUE
AgF,Pmma,0.0058,3.2973,3.3806,23.042,FALSE
As2C,Pmc2_1,1.1374,3.2976,9.2805,25.607,FALSE
ZrO2,P-3m1,4.123,3.2982,3.2982,21.937,TRUE
BiW,P4/nmm,0,3.2987,3.304,23.758,FALSE
MoSe2,P2_1/m,0.0143,3.2987,5.9729,24.194,FALSE
ZrSb2,P-3m1,0,3.299,3.299,21.95,TRUE
LiO2,P-3m1,0.6314,3.2999,3.2999,22.189,TRUE
CCl2,P-3m1,1.7634,3.3002,3.3002,23.732,TRUE
NiP2,P2_1/m,0,3.3011,4.4045,24.533,FALSE
Fe3S4,P2_1/m,0,3.3012,5.4979,28.104,FALSE
NaLi2As,Pmmm,0,3.3025,4.9132,24.871,FALSE
SiS,Pmmn,1.3663,3.3033,5.5005,21.993,FALSE
Mn(NbS2)2,P-3m1,0,3.3041,3.3041,30.637,TRUE
N2O3,P1,0,3.3044,3.4127,38.311,FALSE
LaMg2,C2/m,0,3.3045,6.2409,26.035,FALSE
Tl2Ru,P4/mmm,0,3.305,3.305,22.696,TRUE
CaCe,Pmmn,0,3.3054,4.2487,25.269,FALSE
CaSnO2,P-1,0.3736,3.3056,8.3038,28.232,FALSE
Hf3(Al2C3)2,P-3m1,0,3.3063,3.3063,34.674,TRUE
CaC2,P-3m1,0,3.3075,3.3075,24.664,TRUE
TbGe5,Pmmm,0,3.3076,6.3165,23.326,FALSE
In4O3,P2_1/m,0.2181,3.3077,7.2801,27.763,FALSE
SiS2,P-3m1,1.3355,3.3084,3.3084,23.192,TRUE
P9Cl2,P2_1/m,0,3.3088,8.5091,34.244,FALSE
Nb2CoS4,P-3m1,0,3.3089,3.3089,30.305,TRUE
CrS2,P-3m1,0,3.3103,3.3103,22.737,TRUE
CrO2,P6/mmm,0,3.3105,3.3105,23.3,TRUE
CN2,P-42_1m,4.846,3.3109,3.3109,21.526,TRUE
Zn(Sn2O3)2,Pmma,0.0006,3.3111,15.334,28.263,FALSE
HfSe2,P4/mmm,0,3.3114,3.3114,22.617,TRUE
SmSn2,P4/mmm,0,3.3115,3.3115,22.592,TRUE
Hf2Al4C5,P-3m1,0,3.3115,3.3115,31.76,TRUE
CaAs,Pmm2,0,3.3115,4.4665,27.111,FALSE
TaBr2,P-3m1,0,3.3126,3.3126,22.665,TRUE
Sn2O,Cm,0,3.3128,3.3853,22.806,FALSE
LiMg6C,Pmm2,0,3.3139,8.4783,22.929,FALSE
CSe,Pbcm,0.1769,3.314,10.362,22.971,FALSE
VOF,P-3m1,2.5777,3.3145,3.3145,25.442,TRUE
WSe2,P2_1/m,0.0209,3.3166,5.9512,24.145,FALSE
TbSi5,Pmmm,0,3.3169,6.2863,23.326,FALSE
CuS,P2/m,0.6829,3.3172,5.4956,22.537,FALSE
Bi2Pd,P4/mmm,0,3.3187,3.3187,23.987,TRUE
Na2HfN2,P-3m1,0,3.3189,3.3189,25.237,TRUE
NiH3,P6/mmm,0,3.3192,3.3192,"20.0,""",TRUE
CaO,P4/nmm,2.4751,3.32,3.32,22.395,TRUE
BeCl2,P-4m2,5.3629,3.3208,3.3208,22.656,TRUE
MgSnO2,P-1,1.6205,3.3215,8.3865,25.837,FALSE
YSi5,Pmmm,0,3.3226,6.2443,23.46,FALSE
SiS,Pbcm,0,3.3231,8.3229,22.971,FALSE
CuS2,Pm,0,3.3235,5.251,22.83,FALSE
ErSb2,C222,0,3.3239,3.4622,24.897,FALSE
Sc2C,P-3m1,0,3.3242,3.3242,21.989,TRUE
CeSi5,Pmmm,0,3.3252,6.3006,23.392,FALSE
TmSb2,C222,0,3.3254,3.4418,24.898,FALSE
LuSb2,C222,0,3.3255,3.4422,25.031,FALSE
CuS2,P-3m1,0,3.3256,3.3447,23.009,FALSE
MgSn2,P-6m2,0,3.326,3.326,24.894,TRUE
Mg(SnN)2,P-4m2,0,3.3261,3.3261,25.041,TRUE
P,Pmna,0.8524,3.3261,4.5732,22.12,FALSE
Ta2S3,P2_1/m,0,3.3263,9.5394,23.998,FALSE
SiS,P3m1,2.17,3.3265,3.3265,21.478,TRUE
Zn(SbO2)2,Pmma,1.2042,3.3268,7.5795,25.988,FALSE
CrBi,C2/m,0,3.3271,3.3264,23.664,FALSE
SbN,Pmn2_1,1.854,3.3285,3.9077,22.5,FALSE
HoSb2,C222,0,3.3292,3.4672,24.927,FALSE
V2Se3,P2_1/m,0,3.33,9.3385,24.002,FALSE
BAs,P4/nmm,0,3.3301,3.3301,23.942,TRUE
Ta2S,P4/nmm,0,3.3301,3.3301,27.221,TRUE
BaU,P3m1,0,3.3306,3.3306,23.108,TRUE
WSe2,P-6m2,1.5272,3.3306,3.3306,23.362,TRUE
MoSe2,P-6m2,1.4238,3.3312,3.3312,23.345,TRUE
Ta2S3,P2_1/m,0,3.3314,9.5475,24.165,FALSE
NiS2,P-3m1,0.5622,3.3314,3.3314,22.374,TRUE
YMg2,Pmma,0,3.3318,6.798,24.88,FALSE
MgSb,Pmm2,0,3.3318,5.3489,27.12,FALSE
TbSb2,C222,0,3.3322,3.4766,24.923,FALSE
TaS2,Pmmm,0,3.3333,3.4323,23.445,FALSE
MnF2,P-3m1,3.7363,3.3336,3.3336,23.32,TRUE
V2Se3,P2_1/m,0,3.334,9.3372,24.16,FALSE
