Formula,No. of Elements,Discovery Process,Space Group,Point Group,Crystal System,Band Gap,Is Gap Direct?,a,b,c
CeSe2,2,top-down,Pmmm,mmm,orthorhombic,0.7370999999999999,False,4.08651135,5.57032728,23.677185
HfMg6BO7,4,top-down,P4mm,4mm,tetragonal,0.0,False,4.18312801,4.18312801,28.93035
ZrN2,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.4072707389579775,3.407270809867815,21.950507
TePb,2,top-down,P4/nmm,4/mmm,tetragonal,1.2349999999999999,False,4.62345416,4.6288217,23.352528
LaBiS2O,4,top-down,P4/nmm,4/mmm,tetragonal,0.9125,True,4.03974606,4.03974606,31.055713
Zn(OF)2,3,top-down,Cmmm,mmm,orthorhombic,0.0,False,2.78875596,5.90108894429543,22.722098
Ta2PtSe7,3,top-down,P2_1/m,2/m,monoclinic,0.01440000000000019,False,3.5739194,18.93474489,26.029605
EuS,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,4.089946525734123,4.089946621797861,25.905649
CdClO,3,top-down,P3m1,3m,trigonal,0.1528999999999998,True,3.719652158000444,3.7196522094854023,22.299815
LaMg5,2,top-down,Cm,m,monoclinic,0.0,False,3.23253418,6.604059390937587,25.516295
TiS2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.03486328,3.03486328,22.61712
MgTi,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.16404031,4.10201039,24.731911
Nd2Te5,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.44093782,4.4424829,38.680446
TbGaI,3,top-down,P-3m1,-3m,trigonal,0.0,False,4.18913711,4.189137629543479,28.072251
CeMg5,2,top-down,Cm,m,monoclinic,0.0,False,3.05649252,6.394496522805409,25.53339
Mo(BrO)2,3,top-down,Pmc2_1,mm2,orthorhombic,1.1624999999999996,False,3.92394759,7.73648669,24.865533
Y2C,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.54336838,3.543368179041827,22.695858
CuPb2(ClO2)2,4,top-down,P4mm,4mm,tetragonal,0.0,False,5.7536863,5.7536863,25.422334
Al2Zn2S5,3,top-down,P-3m1,-3m,trigonal,1.2347000000000001,False,3.6695363,3.6695353867032154,31.894417
Sr2GdS3,3,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,4.098261425165807,4.098261057928607,25.839767
RbLiMg6O7,4,top-down,P4mm,4mm,tetragonal,0.0,False,4.14450741,4.14450741,28.579455
ZrS2,2,top-down,P-3m1,-3m,trigonal,1.1262000000000003,False,3.69092,3.6909195814187012,22.914081
Mn(AlS2)2,3,top-down,P3m1,3m,trigonal,0.0,False,3.65159628,3.651596453254368,29.143014
YbCl3,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,3.84969191,7.96197533,23.788895
HfSiSe,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.53743776,3.53743776,26.394765
YI,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.93495687,3.934957020318036,27.090311
Mn(BiTe2)2,3,top-down,P-3m1,-3m,trigonal,0.8198,False,4.33807812,4.33807874992973,30.88171
Cd3As2,2,top-down,P-4m2,-42m,tetragonal,0.31110000000000015,True,9.29427077,9.29427077,29.118352
Si(CO)2,3,top-down,Pmmm,mmm,orthorhombic,0.0,False,2.932128363111956,6.961175189369171,24.607794
YMg,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.46867408,3.4686739841062058,28.588249
SnS2,2,top-down,P-3m1,-3m,trigonal,1.5737999999999994,False,3.6977793,3.69777954994512,22.955682
KSnN3,3,top-down,P-3,-3,trigonal,0.6514000000000002,False,6.836469827986195,6.773843791686253,25.959252
Ti3(HO2)2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.02049773,3.0242599598026647,29.320299
Bi,1,top-down,P2_1/m,2/m,monoclinic,0.08440000000000003,False,4.59837065,4.6006517,23.788442
LiMnSe2,3,top-down,P3m1,3m,trigonal,0.0,False,4.13150367,4.131503772916823,24.406371
Al2ZnS4,3,top-down,P-3m1,-3m,trigonal,1.6313,False,3.68195826,3.681958658234165,28.962192
Sb2Te3,2,top-down,P2/c,2/m,monoclinic,1.1661000000000001,False,7.528096270132804,10.570598954090842,22.151253
PbS,2,top-down,Pma2,mm2,orthorhombic,2.2504,False,6.10318907,6.89764706,23.753554
AlAgO2,3,top-down,P3m1,3m,trigonal,0.0,False,2.90317394,2.9031740667471837,24.150299
Al2ZnS4,3,top-down,P3m1,3m,trigonal,0.0,False,3.69252569,3.692525146607999,28.983768
CaMg,2,top-down,P3m1,3m,trigonal,0.0,False,3.65257533,3.652575665905644,34.509042
VS2,2,top-down,P-6m2,-6m2,hexagonal,0.027899999999999814,False,3.18451863,3.184518206064929,22.983646
NaI,2,top-down,P4/mmm,4/mmm,tetragonal,3.8631,False,4.3977225,4.3977225,20.0
HoSI,3,top-down,Pmmn,mmm,orthorhombic,2.7458,True,4.14430728,5.31079099,26.67683
AgN,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.072019389862337,4.072019288315962,21.293528
MgTi,2,top-down,P3m1,3m,trigonal,0.0,False,2.97032393,2.9703240901623893,32.462928
EuGe3,2,top-down,P-6m2,-6m2,hexagonal,0.06820000000000004,False,6.37098905,6.371037312231411,20.0
CdCl4,2,top-down,Pmna,mmm,orthorhombic,0.28470000000000084,False,7.35641282,5.24754487,24.809388
As2Se3,2,top-down,P2_1/m,2/m,monoclinic,0.7142,False,3.77386415,9.61338081,25.922443
KPO4,3,top-down,P2_1/m,2/m,monoclinic,0.012199999999999989,False,5.35266597,7.08553901,25.412923
PdN,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,3.37401003,3.372921082686467,20.0
NiS2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.21820647,3.21820647,22.129693
Fe(BrN)2,3,top-down,P2/m,2/m,monoclinic,0.0,False,3.53850615,4.03139253,22.676015
Tl2SiSe3,3,top-down,P-1,-1,triclinic,2.1983,False,6.839391681553584,8.7274065708372,24.355267
HoBC,3,top-down,Pmma,mmm,orthorhombic,0.0,False,3.37601072,3.50306446,23.997799
HC,2,top-down,P-3m1,-3m,trigonal,3.4891,True,2.53688891,2.5368893630606624,22.681159
NaMnTe2,3,top-down,P3m1,3m,trigonal,0.0,False,4.56411724,4.5641178326294085,25.655471
Ag2IO6,3,top-down,P-31m,-3m,trigonal,0.0,False,5.6303420200000955,5.630342053169082,22.571818
Ti2Te2P,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.6533389,3.6533389467360164,26.277482
BaMgSn,3,top-down,P4/nmm,4/mmm,tetragonal,0.08550000000000013,True,6.84185579,6.84185579,30.81564
MgTi,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,4.1840332,4.18533432,26.045966
Al(BiO2)2,3,top-down,P42_12,422,tetragonal,0.0,False,8.72606253,8.72606253,22.277193
NaTi2HO5,4,top-down,Pm,m,monoclinic,0.0,False,3.045359583032605,3.663137770681375,28.275376
ZnO2,2,top-down,P-3m1,-3m,trigonal,0.2281000000000004,False,3.10401737,3.1043771222100403,21.878644
Mn2Ga2S5,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.68244123,3.682581266990398,32.086073
VPS3,3,top-down,P-31m,-3m,trigonal,0.0,False,5.92913209,5.947801259858872,23.108786
CeSe2,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.09249267,4.10263291,25.721253
SiS,2,top-down,Pmna,mmm,orthorhombic,0.5016000000000003,True,3.96287863,6.66210128,24.071701
Bi2Pt,2,top-down,P31m,3m,trigonal,0.0,False,6.61299152,6.613141344313346,23.849595
CdS,2,top-down,P3m1,3m,trigonal,1.6771999999999996,True,4.24498006,4.244979808403696,20.16693
PdCl2,2,top-down,Pmna,mmm,orthorhombic,0.9213999999999998,False,3.86554301,6.49930664,22.605336
Al2Ru,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,2.98197387,2.98197387,22.704718
ThCo5,2,top-down,P6/mmm,6/mmm,hexagonal,0.0,False,6.83496386,6.864772672851239,20.0
Na2ZrN2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.3748991,3.374899129610068,25.211677
Ca(NCl)2,3,top-down,Pma2,mm2,orthorhombic,1.4468999999999994,True,5.24864656,7.60353323,23.903731
Zn2Ga2S5,3,top-down,P-3m1,-3m,trigonal,0.9591,False,3.68795177,3.687952588425703,31.968599
HfSiTe,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.67212193,3.67212193,26.98638
Bi2S2O,3,top-down,P4/nmm,4/mmm,tetragonal,0.9895999999999999,True,3.96701728,3.96701728,31.222949
VI2,2,top-down,P-3m1,-3m,trigonal,1.1625,False,4.095882823430252,4.095742798696012,23.144466
SnPO3,3,top-down,Pc,m,monoclinic,0.3769,False,4.661121670805071,5.997045801512618,24.305463
HoFeGe2,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.11764129,4.12248285,26.802911
FeBiO3,3,top-down,P4mm,4mm,tetragonal,0.0,False,3.93448548,3.93448548,23.952119
Y(CuS)2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.8888190137316783,3.8888193072633097,24.38262
HfTe5,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,4.02823807,13.8604544,25.297584
BaMgPb,3,top-down,P4/nmm,4/mmm,tetragonal,0.018699999999999717,True,6.85275107,6.85275107,31.07481
Ce(SbSe2)2,3,top-down,C2/m,2/m,monoclinic,0.0248999999999997,False,9.1236559,10.574561678752584,23.707319
Ni,1,top-down,P-3m1,2/m,trigonal,0.0,False,2.4091796600026005,4.174796761775887,22.024152
SrTa2O7,3,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.95374208,3.95374208,28.042322
SrFe2Se2O,4,top-down,Pmmn,mmm,orthorhombic,1.1999,True,4.36940361,9.91192514,26.551836
MgBi2,2,top-down,C2/m,2/m,monoclinic,0.0,False,3.39186951,6.726065583812148,24.980012
In2Se3,2,top-down,P-3m1,-3m,trigonal,0.4925999999999999,False,3.99922453,3.999223836049851,26.456756
MgTi,2,top-down,Pmma,mmm,orthorhombic,0.0,False,4.24238801,4.2755356,27.55563
CaC2,2,top-down,Cmme,mmm,orthorhombic,0.0,False,4.42665739,4.523118184219892,23.148083
HoTe3,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.34215924,4.34215924,29.088529
Ag2SeO4,3,top-down,C222,222,orthorhombic,1.5468000000000002,False,4.77460099,6.498341827401565,22.026553
HoTe3,2,top-down,Pmma,mmm,orthorhombic,0.0,False,4.02362693,4.60050623,30.431429
ZnSiN2,3,top-down,Pmna,mmm,orthorhombic,0.2691000000000001,True,5.59048077,5.70765675,23.988225
TmSb2,2,top-down,C222,222,orthorhombic,0.0,False,3.3254227,3.4418885790578932,24.898708
HgSBr,3,top-down,P2_1/m,2/m,monoclinic,0.0,False,4.73912982,8.02149043,22.913021
LiC12,2,top-down,P6/mmm,6/mmm,hexagonal,0.0,False,4.29691271,4.296913330816941,23.785746
Er2Mg2Ru,3,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.33585223,3.33585223,28.360058
C,1,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,1.63293774469592,1.6329375743199714,20.0
LuTe3,2,top-down,Pmma,mmm,orthorhombic,0.0,False,3.98343159,4.58666399,30.305883
HfTe3,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,3.96068184,5.94023566,26.856246
ZnO,2,top-down,P-6m2,-6m2,hexagonal,1.678,True,3.28168038,3.281680184121536,20.634921
PbS,2,top-down,Pmn2_1,mm2,orthorhombic,2.0793,False,3.92226068,5.95462898,22.166363
Sr2N,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.83690457,3.8369043390917734,22.747798
CaNiGe,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.05273375,4.05273375,24.276417
ZnBi,2,top-down,P3m1,3m,trigonal,0.0,False,4.630187792167901,4.630187907869027,20.274504
MgSn,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.2946667,3.294667214158417,27.549778
MgSb,2,top-down,Pmm2,mm2,orthorhombic,0.0,False,3.71103997,5.13013901,26.78099
Pb3N2,2,top-down,Pmmn,mmm,orthorhombic,0.03100000000000014,False,3.59342943,11.4947233,23.067883
Ca(BH)2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.51058536,3.510585637591391,23.683521
Zn(GaS2)2,3,top-down,P3m1,3m,trigonal,0.0,False,3.72338026,3.723380145871187,29.128366
PtSe2,2,top-down,P-3m1,-3m,trigonal,1.3516,False,3.73579098,3.7357905774624043,22.613389
Al2Zn2S5,3,top-down,P-6m2,-6m2,hexagonal,1.5795,False,3.67430822,3.674308929119923,31.887533
Mg(InSe2)2,3,top-down,P-1,-1,triclinic,1.2458,False,7.117041640899883,8.210472923650903,30.275164
NbF4,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,4.15895556,4.15895556,23.812503
CeMg,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,3.04382308,5.07947257,25.269087
LuTe3,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.32468109,4.32367575,28.948329
LaIO3,3,top-down,P2_1/m,2/m,monoclinic,0.7019,True,4.15338965,4.31589062,26.999725
Nb2PdS6,3,top-down,C2/m,2/m,monoclinic,0.0,False,3.29324857,9.304756362108602,23.643784
CuSnAu,3,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.21699875,3.21699875,28.928377
MgSn2,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,3.32604387,3.3260438020964562,24.89452
NiAgSe2,3,top-down,P3m1,3m,trigonal,0.0,False,3.38461439,3.3846146786972606,25.052195
CaBO3,3,top-down,P2_1/m,2/m,monoclinic,0.5146999999999995,False,3.53983509,5.35334539,24.308612
MgCoGe,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.8217253,3.8217253,23.964521
Mg2Fe,2,top-down,Pmma,mmm,orthorhombic,0.0,False,2.99038714,4.57885485,26.375622
Ca2SiO4,3,top-down,P3m1,3m,trigonal,0.0,False,6.319559068511086,6.319559141376996,25.742351
Tl2Ge2S5,3,top-down,C2,2,monoclinic,2.6894000000000005,False,10.463080203936252,10.463080083701087,25.224806
SrCu,2,top-down,P6/mmm,6/mmm,hexagonal,0.0,False,4.28495645,4.284956603549132,24.000798
Li2GeN2,3,top-down,P2_1/c,2/m,monoclinic,2.5044000000000004,False,5.77535345,6.54662802,24.9961
NdGe5,2,top-down,Pmmm,mmm,orthorhombic,0.0,False,3.52794523,6.54062472,23.414028
Cu2BrO3,3,top-down,P2_1/m,2/m,monoclinic,0.0,False,5.32376954,5.81826275,24.398363
NaB(SO4)2,4,top-down,P2/c,2/m,monoclinic,6.0073,True,5.430504046792777,7.827708829687061,26.656665
LaGe5,2,top-down,Pmmm,mmm,orthorhombic,0.0,False,3.55603376,6.70400126,23.460598
Sn4Ir,2,top-down,Pban,mmm,orthorhombic,0.0,False,6.45003908,6.60529201,22.880295
HfMg6Nb,3,top-down,Pmm2,mm2,orthorhombic,0.0,False,4.80627818,6.14122068,23.964876
HgSeO4,3,top-down,Pmn2_1,mm2,orthorhombic,1.9078,False,5.18717829,6.65123707,23.668613
As,1,top-down,P-3m1,-3m,trigonal,1.573,False,3.60614826,3.6061478936945988,21.287882
V2H2O5,3,top-down,C2/m,2/m,monoclinic,1.4918999999999998,False,3.0656266,6.087502454036548,25.42458
YCoGe2,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.11495436,4.11257782,26.689209
H4W,2,top-down,P4/nmm,4/mmm,tetragonal,0.0233000000000001,False,3.10121735,3.10121735,25.376457
Ga2Fe2S5,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.6123395665220075,3.613157294396209,31.911025
KUClO3,4,top-down,P2_1/m,2/m,monoclinic,1.8820999999999999,False,4.0889532,6.94230403,27.106232
TlCu3S2,3,top-down,C2/m,2/m,monoclinic,0.8786,False,3.83390337,7.420351969873287,27.03024
HfAl5Ni2,3,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,4.12376605,4.12376605,26.980306
LaMg2,2,top-down,C2/m,2/m,monoclinic,0.0,False,3.30455639,6.240923368386779,26.035298
Ca(InN)2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.42489161,3.426018826553829,25.268015
GaCuS2,3,top-down,P3m1,3m,trigonal,0.0,False,3.3655897,3.365589458452313,24.770756
NaN3,2,top-down,P2/m,2/m,monoclinic,0.891,False,4.681581716362308,6.676033733291295,20.0
CaC2(SN)2,4,top-down,P2/c,2/m,monoclinic,3.8827999999999996,False,5.56617926,7.24391611,24.038687
Pr2BC,3,top-down,C2/m,2/m,monoclinic,0.0,False,3.64689817,7.41129842996102,23.476769
ZnSiO3,3,top-down,P-31m,-3m,trigonal,3.2590000000000003,False,4.839915800000001,4.839915532580314,23.65702
NiPSe3,3,top-down,P-31m,-3m,trigonal,0.0,False,6.15808687,6.162031541979071,23.061818
ErFeGe2,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.1098705,4.10903675,26.798807
ZrGeTe4,3,top-down,Pmn2_1,mm2,orthorhombic,0.6493,False,4.0227846,11.13653328,27.551831
GeTe,2,top-down,Pmn2_1,mm2,orthorhombic,0.9309000000000001,False,4.23944917,4.42988586,23.02727
Mg2Ti,2,top-down,Pmma,mmm,orthorhombic,0.0,False,2.98554715,4.94185933,27.061876
Dy(CuS)2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.88739159,3.8872158970390007,24.315159
CuS,2,top-down,P3m1,3m,trigonal,0.0,False,3.66651999,3.6665203385855714,20.492495
CeSe2,2,top-down,P-3m1,-3m,trigonal,1.1182999999999996,False,4.24160854,4.241608379198894,22.8738
Na2ZnS2,3,top-down,Pca2_1,mm2,orthorhombic,2.3617,True,6.6716361,6.69728828,27.548339
SrFe2S2O,4,top-down,Pmmn,mmm,orthorhombic,0.6866999999999999,True,4.45424102,9.32995305,26.605078
Zn(GaS2)2,3,top-down,P-3m1,-3m,trigonal,1.1143,False,3.70358603,3.7035856637842537,29.037868
SnS,2,top-down,Pmmn,mmm,orthorhombic,1.8758,False,3.75776107,5.7843064,22.22502
TbGe5,2,top-down,Pmmm,mmm,orthorhombic,0.0,False,3.3076804,6.31658872,23.326436
NaEr(SO4)2,4,top-down,P2_1/m,2/m,monoclinic,5.1483,True,4.74795676,6.75069363,30.718088
MgSn,2,top-down,Pmmm,mmm,orthorhombic,0.0,False,3.16617825,4.81904765,20.0
LuSb2,2,top-down,C222,222,orthorhombic,0.0,False,3.32558668,3.4422066737198143,25.031709
TiSCl,3,top-down,Pmmn,mmm,orthorhombic,0.0,False,3.431484350606,4.821596708870506,25.083467
YMg2,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,3.37404715,3.374047883887505,25.717573
ErSb2,2,top-down,C222,222,orthorhombic,0.0,False,3.32397454,3.4622746413965024,24.897091
PrAl3Cu,3,top-down,P4mm,4mm,tetragonal,0.0,False,4.13577338,4.13577338,23.662094
RbO2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,4.97631941,4.97631941,25.699372
CaMg,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.64896073,3.6489603951036007,28.784137
KRbMg6O7,4,top-down,P4mm,4mm,tetragonal,0.0,False,4.28409693,4.28409693,28.122897
Al2Zn2S5,3,top-down,P3m1,3m,trigonal,0.0,False,3.69413105,3.6941306429704435,32.118332
PaP2,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,5.29710995,5.29710995,22.513147
GeS2,2,top-down,P-4m2,-42m,tetragonal,1.4088999999999996,False,3.49801855,3.49801855,22.855457
Al2ZnS4,3,top-down,P3m1,3m,trigonal,0.0,False,3.68161503,3.681615790913546,29.011671
MgGa2,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,2.9718877,2.9718881778153463,24.953848
CeMg,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.09991738,3.0999175414403592,29.028006
Sb,1,top-down,P-3m1,-3m,trigonal,1.2203000000000002,False,4.11254659,4.112546250228426,21.522725
Hg2GeO4,3,top-down,C222,222,orthorhombic,2.4807,False,6.513407808752509,6.513407434308765,22.2633
SmGe5,2,top-down,Pmmm,mmm,orthorhombic,0.0,False,3.50031311,6.44741484,23.377978
TiAgSe2,3,top-down,P3m1,3m,trigonal,0.0,False,3.4414564000000003,3.441456702973871,25.583703
Sn(NF)2,3,top-down,P2/m,2/m,monoclinic,2.1506999999999996,True,3.68244305,6.88488775,22.855989
Si2O,2,top-down,Cm,m,monoclinic,0.0,False,2.70375401,3.8785847295505658,22.806944
TbCBr,3,top-down,C2/m,2/m,monoclinic,0.0,False,3.8022865,4.003412211418853,26.688255
CaO,2,top-down,P4/nmm,4/mmm,tetragonal,2.4751,True,3.320013128039642,3.320013318993995,22.395507
IrI3,2,top-down,P-31m,-3m,trigonal,1.5617,False,6.862197148564513,6.8621973343599985,22.978663
Bi,1,top-down,Pbam,mmm,orthorhombic,0.0,False,6.4546684,6.93925987,24.520602
LiP3,2,top-down,P-6m2,-6m2,hexagonal,0.0,False,4.19859129,4.198591901101032,22.300729
LaNb2O7,3,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.91178161,3.91178161,28.071637
MgSb,2,top-down,Pmm2,mm2,orthorhombic,0.0,False,3.33183361,5.34899043,27.120973
YMg5,2,top-down,Cm,m,monoclinic,0.0,False,3.17909747,6.237672528902668,25.370167
TbCoGe2,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,4.11561183,4.11312567,26.757509
CuF2,2,top-down,P2_1/c,2/m,monoclinic,0.4618000000000002,False,3.42034015,5.2543306,21.524519
AuN2,2,top-down,P2/m,2/m,monoclinic,0.0,False,2.88408026,5.10564113,20.816747
Br,1,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,2.874398,2.874398,20.0
Ga2O3,2,top-down,P-62m,-6m2,hexagonal,3.1512,True,5.57734207,5.577341263090276,21.655567
SmSi3Ni,3,top-down,Pmma,mmm,orthorhombic,0.0,False,3.85952635,3.8677711,28.244455
SrBiS2F,4,top-down,P4/nmm,4/mmm,tetragonal,0.8793,True,4.0335362,4.0335362,31.08992
NiTe,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.8629222,3.862922071791113,23.678848
TiAgF6,3,top-down,P-1,-1,triclinic,0.20859999999999967,False,5.210480940823594,5.549580232565174,23.420741
Li2AgSn2,3,top-down,P-4m2,-42m,tetragonal,0.0,False,4.43202648,4.43202648,23.188373
Mg2Rh,2,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,3.15022179,3.15022179,22.883476
LiO2,2,top-down,P-3m1,-3m,trigonal,0.6314000000000002,True,3.29990368,3.2999036999863467,22.189232
CeAl3Cu,3,top-down,P4mm,4mm,tetragonal,0.0,False,3.93965906,3.93965906,23.614006
UTl2O4,3,top-down,P4/mmm,4/mmm,tetragonal,2.0962,False,4.34763616,4.34763616,24.354149
RbHfMg6O7,4,top-down,P4mm,4mm,tetragonal,0.0,False,4.09029718,4.09029718,29.567654
Tm(CuS)2,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.8737682,3.87175741150116,24.201135
TbSb2,2,top-down,C222,222,orthorhombic,0.0,False,3.33224903,3.4766942455233574,24.923409
U(OF)2,3,top-down,P-3m1,-3m,trigonal,2.1731,False,4.22173633,4.221735580326785,23.556642
HgBr2,2,top-down,C2/m,2/m,monoclinic,2.5942999999999996,True,4.115322143630644,4.115321522943012,23.291164
Sr2Co(BrO)2,4,top-down,P4/mmm,4/mmm,tetragonal,0.0,False,4.07337228,4.07337228,25.977334
HfGe2,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.73494591,3.76199478,25.655071
HfSe3,2,top-down,Pmmn,mmm,orthorhombic,0.36029999999999984,False,3.73715364,5.44428958,26.192416
RbHfMg6O7,4,top-down,P4mm,4mm,tetragonal,0.0,False,4.22548351,4.22548351,28.801845
AgClO4,3,top-down,P-42m,-42m,tetragonal,2.9247,False,4.78899688,4.78899688,21.726015
UBrO2,3,top-down,Pmma,mmm,orthorhombic,0.11010000000000009,False,3.99749443,4.15085906,27.532844
RbNaMg6O7,4,top-down,P4mm,4mm,tetragonal,0.0,False,4.23013692,4.23013692,28.261916
YbCl3,2,top-down,C2/m,2/m,monoclinic,0.7050000000000001,False,6.11628309,7.2088772686961695,22.454131
CeS,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.933409969963027,3.9334098099640884,23.210179
SbTeI,3,top-down,C2/m,2/m,monoclinic,0.9827999999999999,False,4.279876381292178,7.695319614760046,24.080763
Mg6VC,3,top-down,Pmm2,mm2,orthorhombic,0.0,False,3.02060464,8.44113196,24.884154
TiNF,3,top-down,Pmmn,mmm,orthorhombic,0.6611000000000002,True,3.05992082,3.95556692,24.334873
CoTe2,2,top-down,P-3m1,-3m,trigonal,0.0,False,3.6290222858831513,3.6290222034810875,22.656792
Be2BO5,3,top-down,C2,2,monoclinic,0.1783999999999999,False,4.48539944,4.491426379810939,24.312209
Sn3F8,2,top-down,P2_1/c,2/m,monoclinic,3.3404999999999996,True,5.31868995,13.30629356,22.938305
P,1,top-down,Pmna,mmm,orthorhombic,0.8523999999999998,True,3.32613161,4.5732475,22.120631
CuBr,2,top-down,P-6m2,-6m2,hexagonal,1.0676,True,4.10523626,4.105236254115062,20.0
BiBrO,3,top-down,P4/nmm,4/mmm,tetragonal,2.4111000000000002,False,3.93751165,3.93751165,25.731456
SnPS3,3,top-down,Pc,m,monoclinic,2.2014,False,6.573519608912178,9.423551777715993,28.478279
LaBrO,3,top-down,P4/nmm,4/mmm,tetragonal,3.9982,True,4.06405688,4.06405688,25.515016
MoSe2,2,top-down,P-6m2,-6m2,hexagonal,1.4237999999999997,True,3.33123055,3.3312304975181193,23.345233
LiCoAs,3,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.71556824,3.71556824,24.023173
TiCuF6,3,top-down,P-1,-1,triclinic,0.6249000000000002,False,4.991291241769301,5.285076604787456,23.520702
KH2N,3,top-down,Pmmn,mmm,orthorhombic,2.2845999999999997,True,3.71016423,4.49999603,24.611258
ZrGe2,2,top-down,P4/nmm,4/mmm,tetragonal,0.0,False,3.77751726,3.77983038,25.781741
Zr2Te2P,3,top-down,P-3m1,-3m,trigonal,0.0,False,3.85262467,3.8526245465221955,26.662675
BiSe,2,top-down,P2_1/c,2/m,monoclinic,0.028200000000000003,True,7.7420531,7.34244103,22.0755
PbIF,3,top-down,P4/nmm,4/mmm,tetragonal,2.3601,False,4.19405268,4.19405268,26.208816
ZrTe3,2,top-down,Pmmn,mmm,orthorhombic,0.0,False,3.99237731,5.94416507,26.824171
CrSBr,3,top-down,Pmmn,mmm,orthorhombic,0.2927999999999997,True,3.53931001,4.72613941,25.653639
